body,topic
"Two. The surge in New Covet cases is sparking a renewed demand for masks. And as CBS Tuesday Brennan reports, many are wondering if they need an upgrade. I actually prefer this one. I think I can breathe a little bit better. Stephanie Scott of Harlem says when it comes to her mask, it's all about the fit. Some of them just are really claustrophobic. I can't breathe in them. They're too close to my mouth and my nose. So I like ",['96326734-fd82-4350-b45c-513e7eb9147c']
"morning, Manhattan's New district Attorney Alvin Bragg is detailing changes that he wants to see in the criminal justice system. Bragg is calling for more alternatives to incarceration. He wants punishments to focus on accountability, not sentence length. He also wants to limit kids in adult court and offer more support services for Parolees. Mayor Adams express support for his policies. The PBA President slammed the ideas, saying it will lead to more violent ",['83a09c6b-5f2f-421f-ae50-b38acca7e008']
"It's been exactly one year since supporters of then President Donald Trump stormed the Capitol Building here in Washington trying to stop lawmakers from certifying Joe Biden's election victory today, President Biden accused his predecessor of promoting a web of lies about the 2020 election because he couldn't stand losing. Top Republicans did not attend today's official events at the Capitol, accusing Democrats of using the anniversary to further divide the country. Our North America correspondent, Ali Mcbull, starts our ","['83a09c6b-5f2f-421f-ae50-b38acca7e008', '9ff54ded-904b-4e0c-85ce-a3617f5cb913']"
"Rob. Hi, David. And I'm worried about how much snow that's falling in places like Kentucky and Tennessee that it's going to be a big mess here in the Northeast in the morning, the snow shield already into Pennsylvania and hard hit Virginia. Here, you see it. And by 05:00 in the morning, places like Baltimore, Philadelphia, New York, all the roads will be snow covered. And that's when the heavy stuff really comes down along I 95 and roads I think are going to be trashed there. But it should be gone by the afternoon. Commute so it is a fast mover. But it's a significant storm. Widespread accumulations of three to six inches and spots over eight inches along the coastal areas there. It's going to be difficult for sure. But many schools have already announced delays. Many will be canceled. Road crews ",['9a06646a-e1df-4fca-888e-69658420556b']
"in New Jersey, Meanwhile, two new sites are opening in Bergen County. The site at Conlin Hall in Bergenfield opens today. Another site that Ramaphos in Maui opens tomorrow. Appointments are ",['96326734-fd82-4350-b45c-513e7eb9147c']
"is 445 Betty White fans. And come on, let's face it, who isn't a Betty White fan? Well, these fans are finding a new way to honor the beloved actress. The Betty White Challenge calls on people to donate $5 to an animal rescue organization in her name. You know, there are tons out there, lots of good ones, and we all have our favorite. I'm sure coordinating the donations to happen on the 17th, which would have been White's 100th birthday. So that's the time to get those donations in. White died last week at 99 and 810. Ths was known for her love of animals, often working with zoos and working with animal non profits. ","['ca197b81-ca86-4792-8c25-2ba7cd4195b5', '9a06646a-e1df-4fca-888e-69658420556b']"
"New this morning, a warning from police as they're searching for the robbery suspects targeting people using ATMs in Queens. These suspects have been linked to eight separate incidents. Some of them were violent. Each of the victims was either using an ATM or had just withdrawn cash when they were targeted. Police say there are at least three suspects involved. They have gotten away with more than $7,300 ","['83a09c6b-5f2f-421f-ae50-b38acca7e008', '9ff54ded-904b-4e0c-85ce-a3617f5cb913']"
"of gas. Traveling wasn't easy by train either. The weather causing power issues for Amtrak. One train on routes in New York got stuck in Virginia, a passenger whom we spoke to says what was supposed to be a seven or eight hour trip turned into an overnight adventure. There were so many elderly people that shouldn't be in that circumstance, shouldn't be in the cold and at night sitting in the same seat that they've been at for the past 18 hours. It's inhumane. ",['74e2fab8-689f-4e17-9a1c-e1f92e084f55']
"thank you. Governor Kathy Hogle announced plans to help small businesses hit hard by the pandemic with a billion dollars in funding. She's also specifically targeting restaurants and bars with the decision to reinstate the sale of to go drinks, which she acknowledges were a critical revenue stream at the height of the pandemic. But for some local businesses, it's too late. Side Car in Parksville, Brooklyn is closing after 15 years, becoming another casualty of the ","['83a09c6b-5f2f-421f-ae50-b38acca7e008', '74e2fab8-689f-4e17-9a1c-e1f92e084f55']"
"39 right now. February March's, black history month, the nationwide celebration calls on all Americans to reflect on the significant roles African Americans have played in shaping us history. There will be special events across the Tristate area through February to honor those men and women and past events. ",['0d817400-3f5d-41e0-929c-c31fdbe75d31']
"Cold's weather got you down better than winter Blues. No problem, because GMC Virtually Incorporated can send you on the vacation of your dreams. Amelia Hamlin not included. Celebrities are escaping for tropical vacation. Lucky them. Lucky them, because it's freezing in La. Yeah, it's been getting down to the 40s, so quit your bitch. In North Dakota, Amelia Hamlin is in a ","['ca197b81-ca86-4792-8c25-2ba7cd4195b5', '74e2fab8-689f-4e17-9a1c-e1f92e084f55']"
happening today. The MTA is best service to continue to be suspended for the BW and Z subway lines due to Cobra infections among the agency's workers. The MTA says the move allows them to reassign crews to ensure reliable 24 hours service on all other lines. The lines were first taken out of service last week. Express trains that typically skip stations along the affected lines will make local stops. Transit officials have yet to say how many workers have been ,"['96326734-fd82-4350-b45c-513e7eb9147c', 'aa1edc37-1a01-414a-bcf7-8517e7c7053d']"
"making headlines. Everybody's talking about this. Today NFL star Antonio Brown's epic meltdown during the Bucks game yesterday. He stripped down and stormed off the field in the middle of the third quarter while the Memes flooded the Internet. Naturally, Antonio's teammate and good friend Tom Brady, who helped get him on the team, asked people to take a pause. I think everyone should be very compassionate and empathetic toward some very difficult things that are happening. Yeah. Tom seems to know exactly what's going on here, and it's personal for him. ","['96326734-fd82-4350-b45c-513e7eb9147c', 'b49207eb-96eb-4b73-b534-adc0ef85022a']"
"is 506. Americans are preparing to return to work and school after the holidays as the Omakron variant continues to surge across the nation. The US is now averaging about 4000 new cases a day, with hospitalizations approaching 100,000. Testing is still in high demand. Meanwhile, the CDC now considering recommending a coveted negative covid test for an asymptomatic person looking to end isolation. After pushback against guidance ",['96326734-fd82-4350-b45c-513e7eb9147c']
"Speaking of testing shortages in Greenwich, Connecticut, today, about 6000 Kova test kits given to residents and drive through locations. It was just a fraction of the 16,000 kids the town was originally supposed to receive. Each household limited to just two test kits and just 295 mass. Supplies quickly ran out today, and officials say they don't know when they'll be receiving ",['96326734-fd82-4350-b45c-513e7eb9147c']
"Today, Pfizer booster shots for kids ages twelve to 15 could begin as soon as today. The CDC authorized the vaccine. Earlier this week, it followed recommendations from the FDA. The Pfizer vaccine is the only one approved for minors ","['83a09c6b-5f2f-421f-ae50-b38acca7e008', '96326734-fd82-4350-b45c-513e7eb9147c']"
"you. U. S. Diplomats are just hours away from beginning high stakes talks with Russia. With the threat of a Russian invasion of Ukraine looming, the Biden administration warning Russia of massive consequences if they go through with it. Monica Alba is at the the White House. ",['83a09c6b-5f2f-421f-ae50-b38acca7e008']
all. 453 the US Postal Service asking the federal government to delay its vaccine mandate to avoid worker shortages. The mandate requires all USPS workers either to be vaccinated or to get weekly covid testing. Deputy Postmaster General Doug Toledo says the mandate will either lead to many employees just quitting or getting fired. He says that he needs a 120 day extension on that deadline to avoid potential setbacks to our current mail ,"['83a09c6b-5f2f-421f-ae50-b38acca7e008', '96326734-fd82-4350-b45c-513e7eb9147c']"
"thank you. The NYPD on the scene of another shooting right now on Manhattan's Upper East Side, police say a 20 year old man was discovered with a gunshot wound to his leg, sitting inside of a car in east 96th street and First Avenue at around 745. Tonight, officers later recovered a gun on east 84th street. It's not clear if that gun is connected to tonight's shooting. Police are still trying to piece it all together. ","['83a09c6b-5f2f-421f-ae50-b38acca7e008', '9ff54ded-904b-4e0c-85ce-a3617f5cb913']"
